adult,gender,id,known_for_department,name,original_name,popularity,profile_path,credit_id,department,job
False,2,2672704,Crew,Dimo Lipitkovský,Dimo Lipitkovský,0.3872,,652a0845024ec80101512c1a,Crew,Stunts
False,2,1865648,Crew,Josh Kemble,Josh Kemble,0.6257,/jZpQ09bg4wDGEryLZnHYM5Bnxnd.jpg,652a0851024ec800aecae6f4,Crew,Stunts
False,0,2216358,Crew,Kim Kahana Jr.,Kim Kahana Jr.,0.0888,,652a08580cb33516f882a1dc,Crew,Stunts
False,2,999690,Crew,Terry Jackson,Terry Jackson,0.8105,,652a08640929f6011df6b284,Crew,Stunts
False,2,1591739,Crew,Matt Johnston,Matt Johnston,0.2701,,652a0869358da700c6f0b06c,Crew,Stunts
False,1,40712,Crew,Eunice Huthart,Eunice Huthart,0.2655,,652a0877024ec800c7736350,Crew,Stunts
False,2,1342659,Crew,Steve Griffin,Steve Griffin,0.8644,/96jCbRYnTygubfWckJieITgCBsn.jpg,652a08831f3e6001399df35f,Crew,Stunts
False,2,1106167,Crew,Terry Forrestal,Terry Forrestal,0.945,,652a08880cb33516fec75709,Crew,Stunts
False,2,1737945,Crew,Paul Eliopoulos,Paul Eliopoulos,0.3105,,652a0895ea84c7010c1b46df,Crew,Stunts
False,2,1161231,Crew,Bobby Burns,Bobby Burns,0.1223,/rlrOcwf82Dg0X2HxwK2VkhpN1P8.jpg,652a08a51f3e60011c49f2fd,Crew,Stunts
False,0,9357,Crew,Glenn Boswell,Glenn Boswell,0.2552,/pIsBLm6zLeMpjEkrQw4ICQgZ3OQ.jpg,652a08b1024ec8011e330589,Crew,Stunts
False,2,1354926,Crew,Andy Bennett,Andy Bennett,0.6275,/mOxpCvGq9q9hHrO80qV63FvGfwR.jpg,652a08b60929f6013bbe7e50,Crew,Stunts
False,1,2254480,Crew,Noby Arden,Noby Arden,0.0814,/19VG1tCqJ6QEzX69Zva4bfOjI6N.jpg,652a08c2ea84c700ca102b20,Crew,Stunts
False,1,11301,Crew,Lucy Allen,Lucy Allen,0.2008,/jBgDb9MSM3NkxlP9dMcHY37IDIU.jpg,652a08c8358da701406bc0c5,Crew,Stunts
False,0,2208938,Crew,Alejandro Avendano,Alejandro Avendano,0.0825,,652a08ce1f3e6001399df3a4,Crew,Stunts
False,1,2270602,Crew,Terri Cadiente,Terri Cadiente,1.2109,,652a08de81383100fe3eb1e3,Crew,Stunts
False,2,9558,Crew,Joey Box,Joey Box,0.3153,/q7XY8ZqhBoBfOb7RwpyrN0tM6TK.jpg,652a08e4f2883802a009f350,Crew,Stunts
False,2,42024,Acting,Gerardo Albarrán,Gerardo Albarrán,0.2835,,652a08e9f2883802a3273b4b,Crew,Stunts
False,0,1383958,Crew,Balo Bucio,Balo Bucio,0.7748,,652a08f5024ec800e444457c,Crew,Stunts
False,2,2067044,Crew,Richard Bradshaw,Richard Bradshaw,0.3007,/gghnCsIIzqZXrtnBvNMMKK2YWZk.jpg,652a08fb1f3e6000ff85634c,Crew,Stunts
False,2,1404539,Crew,Pavel Cajzl,Pavel Cajzl,0.7697,,652a09070cb33516fd493a71,Crew,Stunts
False,2,592618,Crew,Marc Cass,Marc Cass,0.9219,/uXLa9OA8bpeZvY4LB7g1BVSNvxE.jpg,652a091581383101390f5422,Crew,Stunts
False,2,40695,Crew,David Cronnelly,David Cronnelly,0.1503,,652a09260929f60100912531,Crew,Stunts
False,2,58920,Crew,Jamie Edgell,Jamie Edgell,0.2,,652a09380929f600c65d704b,Crew,Stunts
False,2,1032072,Crew,Franklin Mark Henson,Franklin Mark Henson,0.125,/iyTeqHYfMbw1hHZeXGttRUBoCZT.jpg,652a09461f3e6000c588df2c,Crew,Stunts
False,0,2727184,Acting,Rusty Hanson,Rusty Hanson,0.5874,,652a094b024ec80101512cfd,Crew,Stunts
False,2,2630126,Crew,Jan Holíček,Jan Holíček,0.0501,,652a0955358da700e3bcedfb,Crew,Stunts
False,2,1409298,Crew,Paul Herbert,Paul Herbert,0.6376,/mvM5MI4aODiMPqxfKEe08Ixe7eM.jpg,652a095a358da7011dd7a927,Crew,Stunts
False,2,1054325,Acting,Martin Hub,Martin Hub,1.0419,/udBteEYEksf6Icrrx7cAhGcq1r0.jpg,652a09671f3e6000ac4dbf9e,Crew,Stunts
False,1,1417831,Crew,Sy Holland,Sy Holland,0.5612,,652a096b0cb33516f746f715,Crew,Stunts
False,2,1054326,Acting,Dusan Hyska,Dušan Hyška,0.0707,,652a09761f3e6000c588df64,Crew,Stunts
False,0,1542336,Costume & Make-Up,Svetla Krasteva,Svetla Krasteva,0.0634,,652a098881383100fe3eb263,Crew,Stunts
False,2,1580032,Acting,David Lištván,David Lištván,0.5161,,652a09941f3e60011c49f3c9,Crew,Stunts
False,2,1419427,Crew,Sean McCabe,Sean McCabe,0.0958,,652a09a2ea84c700ca102bce,Crew,Stunts
False,2,1714433,Acting,Mauricio Martínez,Mauricio Martínez,0.0975,/cciaeEDqKJvKX0zgBpQQMPQK1uY.jpg,652a09ac0cb33516fd493aec,Crew,Stunts
False,2,123503,Acting,Ray Nicholas,Ray Nicholas,0.6443,/4HRqgCn3jD6neCkya7jE2pMHhha.jpg,652a09b80929f6013bbe7f2d,Crew,Stunts
False,2,9568,Acting,Jim Palmer,Jim Palmer,0.6196,/oFaoyxX8EPY6VxBJ3pVyMezseuZ.jpg,652a09c00cb33516f882a312,Crew,Stunts
False,2,5531,Acting,Kiran Shah,Kiran Shah,0.725,/cBE8YAZeCMVUu4eAxr6PNUmNjCh.jpg,652a09d40cb33516f882a331,Crew,Stunts
False,0,3540097,Crew,Jimmy Corona Rooney,Jimmy Corona Rooney,0.0643,,652a09da0cb33516fd493b21,Crew,Stunts
False,0,25460,Crew,Gábor Piroch,Gábor Piroch,0.1304,,652a09e081383100fe3eb2b8,Crew,Stunts
False,1,19753,Acting,Debbie Lee Carrington,Debbie Lee Carrington,0.5454,/zcNAFlhFIVMaaNQjv2qS9pS112s.jpg,653c591acc968300c9e34e9a,Crew,Stunts
False,1,21567,Production,Rae Sanchini,Rae Sanchini,0.6082,,54a2dc10925141212700631f,Production,Executive Producer
False,2,1412756,Crew,Chris O'Connell,Chris O'Connell,0.2111,,553c29409251413f5a00682a,Crew,Visual Effects Editor
False,2,1456696,Visual Effects,Brian N. Bentley,Brian N. Bentley,0.1226,,5534067ec3a368523e001f92,Crew,Compositors
False,0,10712,Art,Charles Dwight Lee,Charles Dwight Lee,0.0745,,619919b7528b2e002b4d977e,Art,Supervising Art Director
False,1,1712004,Costume & Make-Up,Polly Earnshaw,Polly Earnshaw,0.7473,,619919c98de0ae002c3ba817,Costume & Make-Up,Makeup Artist
False,0,1422795,Costume & Make-Up,Sian Grigg,Sian Grigg,0.6833,,619919d61feac10023a82fe7,Costume & Make-Up,Makeup Artist
False,0,1414091,Costume & Make-Up,Rebecca Lafford,Rebecca Lafford,0.1139,,619919e48de0ae00422999c6,Costume & Make-Up,Makeup Artist
False,0,1607637,Costume & Make-Up,Vincenzo Mastrantonio,Vincenzo Mastrantonio,0.1318,,619919f1c0ae3600890f0555,Costume & Make-Up,Makeup Artist
False,0,1848094,Costume & Make-Up,Lisa McDevitt,Lisa McDevitt,0.0143,,61991a00c0ae36006216f159,Costume & Make-Up,Makeup Artist
False,0,1207166,Costume & Make-Up,Michael Mosher,Michael Mosher,0.0659,,61991a105c071b0065f388e3,Costume & Make-Up,Makeup Artist
False,0,2019882,Costume & Make-Up,Giulio Pezza,Giulio Pezza,0.0687,,61991a1c71458f00618b3843,Costume & Make-Up,Makeup Artist
False,2,2138593,Art,John Bratton,John Bratton,0.0357,,61991a2f70b444006701ebef,Art,Set Dresser
False,2,10908,Art,Peter Francis,Peter Francis,0.1294,,61991a4ce2ff32008ef02c47,Art,Set Designer
False,0,1334489,Art,Dominic Masters,Dominic Masters,0.2373,,61991a73bc2cb3002cb9c076,Art,Set Designer
False,0,9821,Art,Marco Niro,Marco Niro,0.1493,,61991a839512e10062f10405,Art,Set Designer
False,0,23867,Art,Héctor Romero,Héctor Romero,0.0577,,61991a94bc2cb300427bf502,Art,Assistant Art Director
False,0,1802698,Art,Bill Rea,Bill Rea,0.0702,,61991ac852dc7f002abbb4a0,Art,Art Direction
False,2,1397846,Visual Effects,Craig Barron,Craig Barron,0.1816,/Aami37fpHXKCTxReopbTLohgsY1.jpg,61991af55c071b00920de3ff,Visual Effects,Visual Effects Supervisor
False,2,15022,Visual Effects,Mat Beck,Mat Beck,0.0676,,61991b03af58cb0091b52f35,Visual Effects,Visual Effects Supervisor
False,0,1436183,Visual Effects,Thad Beier,Thad Beier,0.0704,,61991b1eabdafc00657cfb3e,Visual Effects,Visual Effects
False,0,1421724,Visual Effects,Casey Cannon,Casey Cannon,0.1228,,61991b3b71458f008af1f748,Visual Effects,Visual Effects Producer
False,0,1433213,Crew,Dave Carson,Dave Carson,0.0352,,61991b6babdafc002a258096,Visual Effects,Visual Effects Supervisor
False,1,1431061,Visual Effects,Camille Cellucci,Camille Cellucci,0.0382,,61991b85af58cb0044461fe4,Visual Effects,Visual Effects Producer
False,0,1401789,Visual Effects,Joyce Cox,Joyce Cox,1.3903,,61991b9952dc7f002abbb5c0,Visual Effects,Visual Effects Producer
False,0,1403191,Visual Effects,Andrea D'Amico,Andrea D'Amico,0.0618,,61991bad29733800290f5280,Visual Effects,Visual Effects Producer
False,0,1400566,Visual Effects,Krystyna Demkowicz,Krystyna Demkowicz,0.0934,,61991bbfc0ae360044f52414,Visual Effects,Visual Effects Producer
False,0,141483,Visual Effects,Jamie Dixon,Jamie Dixon,1.2087,,61991bd2528b2e008b336a44,Visual Effects,Visual Effects
False,0,1428198,Visual Effects,Crystal Dowd,Crystal Dowd,0.339,,61991be329733800644258b0,Visual Effects,Visual Effects Producer
False,0,1368872,Visual Effects,Richard E. Hollander,Richard E. Hollander,0.2694,,61991c0fe2ff32008ef02e9a,Visual Effects,Visual Effects Supervisor
False,0,1566253,Visual Effects,Ken Jones,Ken Jones,0.0717,,61991c5cabdafc008f43775f,Visual Effects,Visual Effects Supervisor
False,0,1809092,Visual Effects,Tom Kennedy,Tom Kennedy,0.0214,,61991c7babdafc00657cfcfc,Visual Effects,Visual Effects Producer
False,0,1416167,Visual Effects,John Kilkenny,John Kilkenny,0.0552,,61991cbac0ae3600890f08d9,Visual Effects,Visual Effects Producer
False,2,1402031,Visual Effects,Robert Legato,Robert Legato,0.5674,/vilZ8z0XFqkwTtRJ2pLY6nn2thN.jpg,61991ce22973380064425b08,Visual Effects,Visual Effects Supervisor
False,2,30148,Visual Effects,Van Ling,Van Ling,0.0582,/mTNZe7bBHIVaJgbzIx53vJftzp9.jpg,61991cf2e329430065149a14,Visual Effects,Visual Effects Supervisor
False,0,1406110,Visual Effects,Rebecca Marie,Rebecca Marie,0.2083,,61991d06528b2e002b4d9cd0,Visual Effects,Visual Effects
False,0,1914014,Visual Effects,Fred Simon,Fred Simon,0.0239,,61991d3570b444002ca1df19,Visual Effects,Visual Effects
False,0,102344,Visual Effects,Robert Skotak,Robert Skotak,0.2968,,61991d511e259a00618b507f,Visual Effects,Visual Effects Supervisor
False,0,2301900,Costume & Make-Up,Tom Numbers,Tom Numbers,0.6632,,61991d8d9603310062d2d3d8,Costume & Make-Up,Costume Supervisor
False,2,1146858,Sound,Armen Ksajikian,Armen Ksajikian,0.1788,/5QBiIGEn4sMx9fbY5X4kBofvU7E.jpg,634ffc06d363e500824d7bcf,Sound,Musician
False,1,1377133,Camera,Merie Weismiller Wallace,Merie Weismiller Wallace,0.1024,,5645ced9c3a36870e0008e53,Camera,Still Photographer
False,0,1427838,Camera,Marcis Cole,Marcis Cole,0.0661,,5645cf2ac3a36870d60090de,Camera,Steadicam Operator
False,0,1535308,Lighting,Mike Amorelli,Mike Amorelli,0.0143,,5645cf509251410a47008d77,Lighting,Rigging Gaffer
False,2,1535309,Sound,Randy Gerston,Randy Gerston,0.2791,/pxfpNTjv813ZSCQlE1QFDAcdp89.jpg,5645cf659251410a41008d70,Sound,Music Supervisor
False,0,1392145,Sound,Joe E. Rand,Joe E. Rand,0.5585,,5645cf919251410a4400922d,Sound,Music Editor
False,2,142325,Crew,Simon Crane,Simon Crane,0.4377,/9tRVvRYQnHWdh9glTHhgXkkjbHe.jpg,5645cfd69251410a44009238,Crew,Stunt Coordinator
False,0,96884,Directing,Al Giddings,Al Giddings,0.093,,5645d0a09251410a49008a1f,Production,Co-Producer
False,2,8528,Production,Grant Hill,Grant Hill,1.0902,/5rg31yzhZoExI8om31igSMpXx1l.jpg,5645d0ba92514133ab0085ca,Production,Co-Producer
False,1,1512019,Production,Pamela Easley,Pamela Easley,0.3878,,5645d0d5c3a36870dd009344,Production,Associate Producer
False,2,99856,Crew,Steven Lambert,Steven Lambert,0.3628,/4xXQXJHECq50ea7C8VeBY0uN3ms.jpg,635ef15541eee1007dd0c718,Crew,Stunts
False,0,4459365,Crew,Brian Best,Brian Best,0.0985,,65931977ebb99d5f1a9e716d,Crew,Driver
False,2,1680739,Crew,George Fisher,George Fisher,0.2651,/mJ7uhFsgfZtZ58MU11mlPnUZWWy.jpg,57dd7512c3a368142200053c,Crew,Stunts
False,0,1732639,Art,Charlotte Harper,Charlotte Harper,0.0214,,586d13e99251410872008650,Art,Art Department Coordinator
False,0,1732641,Art,Amanda Sallybanks,Amanda Sallybanks,0.0518,,586d144192514108700084dc,Art,Art Department Coordinator
False,0,1727828,Art,Tony Graysmark,Tony Graysmark,0.0773,,586d1467925141087e007bec,Art,Construction Coordinator
False,0,1732642,Art,William Les Collins,William Les Collins,0.0409,,586d147dc3a368038c008712,Art,Construction Coordinator
False,0,1732643,Art,Scott MacFarlane,Scott MacFarlane,0.0286,,586d149e9251410875007a7f,Art,Construction Coordinator
False,0,1732743,Production,Magui Jimenez,Magui Jimenez,0.0071,,586d68cac3a3683957000eb8,Production,Casting Associate
False,0,1732744,Production,Magui Jimenez,Magui Jimenez,0.0429,,586d68cec3a368395a001154,Production,Casting Associate
False,0,1732745,Production,Gemma Joffroy,Gemma Joffroy,0.0143,,586d68e8925141431b00103b,Production,Casting Associate
False,0,1291347,Production,Rudy Joffroy,Rudy Joffroy,0.0286,,586d690cc3a3683954000ff8,Production,Casting Associate
False,0,1732746,Production,Jesus Ignacio Santana,Jesus Ignacio Santana,0.0143,,586d6928c3a368395e000fd2,Production,Casting Associate
False,1,22059,Production,Emily Schweber,Emily Schweber,0.7543,/6IU90Qj0JPysGHlU9BeZvTRLrne.jpg,586d693c925141432500106d,Production,Casting Associate
False,0,79253,Costume & Make-Up,Lahly Poore,Lahly Poore,0.1097,,586d69719251414321000fe3,Costume & Make-Up,Assistant Costume Designer
False,0,1535949,Costume & Make-Up,David Le Vey,David Le Vey,0.0563,,586d6985c3a3683957000f15,Costume & Make-Up,Assistant Costume Designer
False,2,1329477,Costume & Make-Up,Ismael Jardon,Ismael Jardon,0.0693,,586d69c6c3a3683954001077,Costume & Make-Up,Key Set Costumer
False,0,1732750,Costume & Make-Up,Murray Lantz,Murray Lantz,0.0949,,586d69e09251414315001168,Costume & Make-Up,Key Set Costumer
False,0,964601,Costume & Make-Up,Leigh Leverett,Leigh Leverett,0.0609,,586d69fd925141431e00107f,Costume & Make-Up,Key Set Costumer
False,0,1732753,Costume & Make-Up,Amy Arnold,Amy Arnold,0.0754,,586d6a8b925141431b00112b,Costume & Make-Up,Key Set Costumer
False,0,1732751,Costume & Make-Up,Fabiola Perez Luna,Fabiola Perez Luna,0.0557,,586d6aa492514143100011e0,Costume & Make-Up,Seamstress
False,2,117206,Costume & Make-Up,Kay Georgiou,Kay Georgiou,0.4031,,586d6afa92514143210010ea,Costume & Make-Up,Key Hair Stylist
False,0,1416446,Costume & Make-Up,Simon Thompson,Simon Thompson,0.1039,,586d6b0bc3a368395e0010f9,Costume & Make-Up,Key Hair Stylist
False,0,1732756,Costume & Make-Up,Annie Townsend,Annie Townsend,0.1445,,586d6b38c3a368395a0012cb,Costume & Make-Up,Key Hair Stylist
False,1,1414090,Costume & Make-Up,Tina Earnshaw,Tina Earnshaw,1.315,,586d6b4ec3a368394b001236,Costume & Make-Up,Key Makeup Artist
False,1,1711440,Costume & Make-Up,Laura Borselli,Laura Borselli,0.0965,,586d6b6dc3a368394d00128e,Costume & Make-Up,Key Makeup Artist
False,2,50726,Costume & Make-Up,Greg Cannom,Greg Cannom,0.8924,,586d6bb2c3a368394b00126c,Crew,Makeup Effects
False,2,2710,Directing,James Cameron,James Cameron,4.0436,/9NAZnTjBQ9WcXAQEzZpKy4vdQto.jpg,63e8494a63aad200e05d1ade,Writing,Writer
False,2,8750,Camera,Caleb Deschanel,Caleb Deschanel,0.7143,/sY2ZKhy94GRy7CK2xseLtC67QjN.jpg,640bc908e18e3f00993f8e69,Camera,Additional Photography
False,1,1856564,Crew,Denise Lynne Roberts,Denise Lynne Roberts,0.4381,/iQqrp9HIchOY5ZrMKIN2uffkrqX.jpg,640cb3302a09bc00f72c9e3e,Crew,Stunts
False,1,1848777,Crew,Nancy Thurston,Nancy Thurston,0.1725,/3VnoE6PG8BlzRUI07BgOABFfDgK.jpg,6414d6ac9d8939007faec7c8,Crew,Stunts
False,1,1856473,Crew,Anita Hart,Anita Hart,0.4461,/ixxNjjGLfUOSYAw9OK0LRCH97Vj.jpg,6420f8fe8d22fc007cffb859,Crew,Stunts
False,1,1463663,Crew,Lisa Dempsey,Lisa Dempsey,0.7303,/1N8L4MJEZdz1s3oRUTTP1q1KgjB.jpg,6422141523be4600df99b10e,Crew,Stunts
False,0,3997537,Sound,Will Jennings,Will Jennings,0.0214,/bCcG0w2LqMUzflYNPldypm0Ipn1.jpg,642f0dc50e597b0116152091,Sound,Music
False,0,3997722,Visual Effects,Michael Kanfer,Michael Kanfer,0.0516,,642f2293724de101118d3613,Visual Effects,Visual Effects
False,0,1462608,Lighting,John Paszkiewicz,John Paszkiewicz,0.142,,5a70f16dc3a3684800015dce,Camera,Additional Photography
False,2,130533,Directing,Guy Norman Bee,Guy Norman Bee,0.0872,,5a70f1919251413745016c34,Camera,Camera Operator
False,2,40546,Camera,Guillermo Rosas,Guillermo Rosas,0.7047,,5a70f1f3925141374b01692f,Camera,Camera Operator
